"No.","Time","Source","Destination","Protocol","Length","Info"
"556","13.568809","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=425713 Win=949 Len=0 TSval=308470283 TSecr=1026093089"
"557","13.592940","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=425713 Ack=1 Win=83 Len=1448 TSval=1026093123 TSecr=308470283"
"558","13.592940","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=427161 Ack=1 Win=83 Len=1448 TSval=1026093123 TSecr=308470283"
"559","13.601836","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=427161 Win=951 Len=0 TSval=308470314 TSecr=1026093123"
"560","13.601851","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=428609 Win=949 Len=0 TSval=308470314 TSecr=1026093123"
"561","13.621161","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=428609 Ack=1 Win=83 Len=1448 TSval=1026093154 TSecr=308470314"
"562","13.628989","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=430057 Win=951 Len=0 TSval=308470342 TSecr=1026093154"
"563","13.652664","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=434401 Ack=1 Win=83 Len=1448 TSval=1026093183 TSecr=308470342"
"564","13.658442","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 562#1] 5001  >  38970 [ACK] Seq=1 Ack=430057 Win=951 Len=0 TSval=308470374 TSecr=1026093154 SLE=434401 SRE=435849"
"565","13.666660","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0a99, seq=44/11264, ttl=64 (reply in 566)"
"566","13.672129","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0a99, seq=44/11264, ttl=64 (request in 565)"
"567","13.675051","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=430057 Ack=1 Win=83 Len=1448 TSval=1026093210 TSecr=308470374"
"568","13.685772","10.0.0.1","10.0.0.2","TCP","78","5001  >  38970 [ACK] Seq=1 Ack=431505 Win=949 Len=0 TSval=308470396 TSecr=1026093210 SLE=434401 SRE=435849"
"569","14.042373","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=431505 Ack=1 Win=83 Len=1448 TSval=1026093576 TSecr=308470396"
"570","14.054022","10.0.0.1","10.0.0.2","TCP","78","5001  >  38970 [ACK] Seq=1 Ack=432953 Win=948 Len=0 TSval=308470763 TSecr=1026093576 SLE=434401 SRE=435849"
"571","14.398967","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=432953 Ack=1 Win=83 Len=1448 TSval=1026093930 TSecr=308470763"
"572","14.409857","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=435849 Win=948 Len=0 TSval=308471120 TSecr=1026093930"
"573","14.431350","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=435849 Ack=1 Win=83 Len=1448 TSval=1026093963 TSecr=308471120"
"574","14.431352","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=437297 Ack=1 Win=83 Len=1448 TSval=1026093963 TSecr=308471120"
"575","14.439629","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=437297 Win=951 Len=0 TSval=308471152 TSecr=1026093963"
"576","14.439671","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=438745 Win=949 Len=0 TSval=308471152 TSecr=1026093963"
"577","14.464501","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=438745 Ack=1 Win=83 Len=1448 TSval=1026093998 TSecr=308471152"
"578","14.464528","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=440193 Ack=1 Win=83 Len=1448 TSval=1026093998 TSecr=308471152"
"579","14.469629","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=440193 Win=951 Len=0 TSval=308471185 TSecr=1026093998"
"580","14.469645","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=441641 Win=949 Len=0 TSval=308471186 TSecr=1026093998"
"581","14.494929","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=441641 Ack=1 Win=83 Len=1448 TSval=1026094022 TSecr=308471185"
"582","14.494931","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=443089 Ack=1 Win=83 Len=1448 TSval=1026094022 TSecr=308471186"
"583","14.503297","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=443089 Win=951 Len=0 TSval=308471216 TSecr=1026094022"
"584","14.528526","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=444537 Ack=1 Win=83 Len=1448 TSval=1026094060 TSecr=308471216"
"585","14.540838","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=445985 Win=951 Len=0 TSval=308471250 TSecr=1026094060"
"586","14.568844","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=448881 Ack=1 Win=83 Len=1448 TSval=1026094100 TSecr=308471250"
"587","14.578523","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 585#1] 5001  >  38970 [ACK] Seq=1 Ack=445985 Win=951 Len=0 TSval=308471290 TSecr=1026094060 SLE=448881 SRE=450329"
"588","14.597605","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=445985 Ack=1 Win=83 Len=1448 TSval=1026094130 TSecr=308471290"
"589","14.603211","10.0.0.1","10.0.0.2","TCP","78","5001  >  38970 [ACK] Seq=1 Ack=447433 Win=949 Len=0 TSval=308471319 TSecr=1026094130 SLE=448881 SRE=450329"
"590","14.668715","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0a99, seq=45/11520, ttl=64 (no response found!)"
"591","14.685262","10.0.0.2","10.0.0.1","TCP","1514","[TCP Spurious Retransmission] 38968  >  5001 [ACK] Seq=82537 Ack=1 Win=83 Len=1448 TSval=1026094218 TSecr=308460073"
"592","14.691564","10.0.0.1","10.0.0.2","TCP","86","[TCP Dup ACK 330#1] 5001  >  38968 [ACK] Seq=1 Ack=83985 Win=258 Len=0 TSval=308471406 TSecr=1026094218 SLE=82537 SRE=83985 SLE=85433 SRE=89777"
"593","14.709462","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38968  >  5001 [ACK] Seq=91225 Ack=1 Win=83 Len=1448 TSval=1026094244 TSecr=308471406"
"594","14.719409","10.0.0.1","10.0.0.2","TCP","86","[TCP Dup ACK 330#2] 5001  >  38968 [ACK] Seq=1 Ack=83985 Win=258 Len=0 TSval=308471430 TSecr=1026094218 SLE=91225 SRE=92673 SLE=85433 SRE=89777"
"595","14.740311","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38968  >  5001 [ACK] Seq=89777 Ack=1 Win=83 Len=1448 TSval=1026094270 TSecr=308471430"
"596","14.747189","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 330#3] 5001  >  38968 [ACK] Seq=1 Ack=83985 Win=258 Len=0 TSval=308471461 TSecr=1026094218 SLE=85433 SRE=92673"
"597","15.420576","10.0.0.2","10.0.0.1","TCP","1514","[TCP Spurious Retransmission] 38970  >  5001 [ACK] Seq=445985 Ack=1 Win=83 Len=1448 TSval=1026094954 TSecr=308471290"
"598","15.431575","10.0.0.1","10.0.0.2","TCP","86","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=447433 Win=951 Len=0 TSval=308472142 TSecr=1026094954 SLE=445985 SRE=447433 SLE=448881 SRE=450329"
"599","15.460302","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=450329 Ack=1 Win=83 Len=1448 TSval=1026094984 TSecr=308472142"
"600","15.460305","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=451777 Ack=1 Win=83 Len=1448 TSval=1026094984 TSecr=308472142"
"601","15.467286","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 589#1] 5001  >  38970 [ACK] Seq=1 Ack=447433 Win=951 Len=0 TSval=308472181 TSecr=1026094954 SLE=448881 SRE=451777"
"602","15.467301","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 589#2] 5001  >  38970 [ACK] Seq=1 Ack=447433 Win=951 Len=0 TSval=308472181 TSecr=1026094954 SLE=448881 SRE=453225"
"603","15.490161","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=447433 Ack=1 Win=83 Len=1448 TSval=1026095021 TSecr=308472181"
"604","15.490164","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=453225 Ack=1 Win=83 Len=1448 TSval=1026095021 TSecr=308472181"
"605","15.500953","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=453225 Win=945 Len=0 TSval=308472211 TSecr=1026095021"
"606","15.500966","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=454673 Win=944 Len=0 TSval=308472211 TSecr=1026095021"
"607","15.525988","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=454673 Ack=1 Win=83 Len=1448 TSval=1026095060 TSecr=308472211"
"608","15.525992","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=456121 Ack=1 Win=83 Len=1448 TSval=1026095060 TSecr=308472211"
"609","15.541671","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=456121 Win=951 Len=0 TSval=308472247 TSecr=1026095060"
"610","15.541686","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=457569 Win=949 Len=0 TSval=308472247 TSecr=1026095060"
"611","15.568198","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [PSH, ACK] Seq=457569 Ack=1 Win=83 Len=1448 TSval=1026095094 TSecr=308472247"
"612","15.568201","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=459017 Ack=1 Win=83 Len=1448 TSval=1026095094 TSecr=308472247"
"613","15.576009","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=459017 Win=951 Len=0 TSval=308472289 TSecr=1026095094"
"614","15.576016","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=460465 Win=949 Len=0 TSval=308472289 TSecr=1026095094"
"615","15.602169","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=463361 Ack=1 Win=83 Len=1448 TSval=1026095129 TSecr=308472289"
"616","15.676609","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0a99, seq=46/11776, ttl=64 (reply in 617)"
"617","15.681752","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0a99, seq=46/11776, ttl=64 (request in 616)"
"618","15.684555","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=464809 Ack=1 Win=83 Len=1448 TSval=1026095217 TSecr=308472289"
"619","15.689817","10.0.0.1","10.0.0.2","TCP","78","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=460465 Win=951 Len=0 TSval=308472406 TSecr=1026095094 SLE=463361 SRE=466257"
"620","15.715295","10.0.0.2","10.0.0.1","TCP","2962","38970  >  5001 [PSH, ACK] Seq=466257 Ack=1 Win=83 Len=2896 TSval=1026095242 TSecr=308472406"
"621","15.724763","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 614#1] 5001  >  38970 [ACK] Seq=1 Ack=460465 Win=951 Len=0 TSval=308472436 TSecr=1026095094 SLE=463361 SRE=469153"
"622","16.039402","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=460465 Ack=1 Win=83 Len=1448 TSval=1026095565 TSecr=308472406"
"623","16.046431","10.0.0.1","10.0.0.2","TCP","78","5001  >  38970 [ACK] Seq=1 Ack=461913 Win=949 Len=0 TSval=308472760 TSecr=1026095565 SLE=463361 SRE=469153"
"624","16.073638","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=461913 Ack=1 Win=83 Len=1448 TSval=1026095598 TSecr=308472760"
"625","16.073641","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=469153 Ack=1 Win=83 Len=1448 TSval=1026095598 TSecr=308472760"
"626","16.081085","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=469153 Win=944 Len=0 TSval=308472795 TSecr=1026095598"
"627","16.081103","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=470601 Win=942 Len=0 TSval=308472795 TSecr=1026095598"
"628","16.107053","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=472049 Ack=1 Win=83 Len=1448 TSval=1026095637 TSecr=308472795"
"629","16.116394","10.0.0.1","10.0.0.2","TCP","78","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=470601 Win=951 Len=0 TSval=308472828 TSecr=1026095598 SLE=472049 SRE=473497"
"630","16.139916","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=473497 Ack=1 Win=83 Len=1448 TSval=1026095668 TSecr=308472828"
"631","16.145009","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 627#1] 5001  >  38970 [ACK] Seq=1 Ack=470601 Win=951 Len=0 TSval=308472861 TSecr=1026095598 SLE=472049 SRE=474945"
"632","16.161609","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=474945 Ack=1 Win=83 Len=1448 TSval=1026095697 TSecr=308472861"
"633","16.167064","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 627#2] 5001  >  38970 [ACK] Seq=1 Ack=470601 Win=951 Len=0 TSval=308472883 TSecr=1026095598 SLE=472049 SRE=476393"
"634","16.182762","10.0.0.2","10.0.0.1","TCP","1514","[TCP Fast Retransmission] 38970  >  5001 [ACK] Seq=470601 Ack=1 Win=83 Len=1448 TSval=1026095713 TSecr=308472861"
"635","16.191728","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=476393 Win=945 Len=0 TSval=308472904 TSecr=1026095713"
"636","16.191741","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=476393 Ack=1 Win=83 Len=1448 TSval=1026095724 TSecr=308472883"
"637","16.204119","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=477841 Win=951 Len=0 TSval=308472913 TSecr=1026095724"
"638","16.219251","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=477841 Ack=1 Win=83 Len=1448 TSval=1026095750 TSecr=308472904"
"639","16.225079","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=479289 Win=951 Len=0 TSval=308472940 TSecr=1026095750"
"640","16.243767","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=480737 Ack=1 Win=83 Len=1448 TSval=1026095778 TSecr=308472940"
"641","16.254819","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 639#1] 5001  >  38970 [ACK] Seq=1 Ack=479289 Win=951 Len=0 TSval=308472965 TSecr=1026095750 SLE=480737 SRE=482185"
"642","16.676512","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0a99, seq=47/12032, ttl=64 (reply in 643)"
"643","16.682235","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0a99, seq=47/12032, ttl=64 (request in 642)"
"644","16.699724","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=479289 Ack=1 Win=83 Len=1448 TSval=1026096233 TSecr=308472965"
"645","16.711489","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=482185 Win=948 Len=0 TSval=308473421 TSecr=1026096233"
"646","16.738272","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=482185 Ack=1 Win=83 Len=1448 TSval=1026096263 TSecr=308473421"
"647","16.738273","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=483633 Ack=1 Win=83 Len=1448 TSval=1026096263 TSecr=308473421"
"648","16.745521","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=483633 Win=951 Len=0 TSval=308473459 TSecr=1026096263"
"649","16.745526","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=485081 Win=949 Len=0 TSval=308473459 TSecr=1026096263"
"650","16.773827","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=485081 Ack=1 Win=83 Len=1448 TSval=1026096300 TSecr=308473459"
"651","16.779530","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=486529 Win=951 Len=0 TSval=308473495 TSecr=1026096300"
"652","16.811629","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=487977 Ack=1 Win=83 Len=1448 TSval=1026096340 TSecr=308473495"
"653","16.824499","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 651#1] 5001  >  38970 [ACK] Seq=1 Ack=486529 Win=951 Len=0 TSval=308473533 TSecr=1026096300 SLE=487977 SRE=489425"
"654","16.851591","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=486529 Ack=1 Win=83 Len=1448 TSval=1026096376 TSecr=308473533"
"655","16.858438","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=489425 Win=948 Len=0 TSval=308473573 TSecr=1026096376"
"656","17.148918","10.0.0.2","10.0.0.1","TCP","1514","[TCP Spurious Retransmission] 38970  >  5001 [ACK] Seq=486529 Ack=1 Win=83 Len=1448 TSval=1026096681 TSecr=308473533"
"657","17.154008","10.0.0.1","10.0.0.2","TCP","78","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=489425 Win=953 Len=0 TSval=308473870 TSecr=1026096376 SLE=486529 SRE=487977"
"658","17.175589","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=489425 Ack=1 Win=83 Len=1448 TSval=1026096708 TSecr=308473870"
"659","17.180741","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=490873 Win=951 Len=0 TSval=308473897 TSecr=1026096708"
"660","17.209300","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=492321 Ack=1 Win=83 Len=1448 TSval=1026096734 TSecr=308473897"
"661","17.215095","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 659#1] 5001  >  38970 [ACK] Seq=1 Ack=490873 Win=951 Len=0 TSval=308473930 TSecr=1026096708 SLE=492321 SRE=493769"
"662","17.269474","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=490873 Ack=1 Win=83 Len=1448 TSval=1026096800 TSecr=308473930"
"663","17.275740","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=493769 Win=948 Len=0 TSval=308473990 TSecr=1026096800"
"664","17.302342","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=493769 Ack=1 Win=83 Len=1448 TSval=1026096827 TSecr=308473990"
"665","17.302343","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=495217 Ack=1 Win=83 Len=1448 TSval=1026096827 TSecr=308473990"
"666","17.313496","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=495217 Win=951 Len=0 TSval=308474023 TSecr=1026096827"
"667","17.313503","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=496665 Win=949 Len=0 TSval=308474023 TSecr=1026096827"
"668","17.339359","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=496665 Ack=1 Win=83 Len=1448 TSval=1026096865 TSecr=308474023"
"669","17.339360","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=498113 Ack=1 Win=83 Len=1448 TSval=1026096865 TSecr=308474023"
"670","17.351954","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=498113 Win=951 Len=0 TSval=308474060 TSecr=1026096865"
"671","17.351963","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=499561 Win=949 Len=0 TSval=308474060 TSecr=1026096865"
"672","17.379864","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=501009 Ack=1 Win=83 Len=1448 TSval=1026096906 TSecr=308474060"
"673","17.386703","10.0.0.1","10.0.0.2","TCP","78","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=499561 Win=951 Len=0 TSval=308474101 TSecr=1026096865 SLE=501009 SRE=502457"
"674","17.405329","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=502457 Ack=1 Win=83 Len=1448 TSval=1026096940 TSecr=308474101"
"675","17.411367","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 671#1] 5001  >  38970 [ACK] Seq=1 Ack=499561 Win=951 Len=0 TSval=308474126 TSecr=1026096865 SLE=501009 SRE=503905"
"676","17.428928","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=503905 Ack=1 Win=83 Len=1448 TSval=1026096963 TSecr=308474126"
"677","17.438603","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 671#2] 5001  >  38970 [ACK] Seq=1 Ack=499561 Win=951 Len=0 TSval=308474150 TSecr=1026096865 SLE=501009 SRE=505353"
"678","17.455219","10.0.0.2","10.0.0.1","TCP","1514","[TCP Fast Retransmission] 38970  >  5001 [ACK] Seq=499561 Ack=1 Win=83 Len=1448 TSval=1026096985 TSecr=308474126"
"679","17.461055","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=505353 Win=945 Len=0 TSval=308474176 TSecr=1026096985"
"680","17.496424","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=506801 Ack=1 Win=83 Len=1448 TSval=1026097015 TSecr=308474176"
"681","17.501685","10.0.0.1","10.0.0.2","TCP","78","[TCP Window Update] 5001  >  38970 [ACK] Seq=1 Ack=505353 Win=951 Len=0 TSval=308474217 TSecr=1026096985 SLE=506801 SRE=508249"
"682","17.589395","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=508249 Ack=1 Win=83 Len=1448 TSval=1026097122 TSecr=308474176"
"683","17.601172","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 679#1] 5001  >  38970 [ACK] Seq=1 Ack=505353 Win=951 Len=0 TSval=308474310 TSecr=1026096985 SLE=506801 SRE=509697"
"684","17.678772","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0a99, seq=48/12288, ttl=64 (reply in 685)"
"685","17.684508","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0a99, seq=48/12288, ttl=64 (request in 684)"
"686","18.586425","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38970  >  5001 [ACK] Seq=505353 Ack=1 Win=83 Len=1448 TSval=1026098121 TSecr=308474310"
"687","18.591725","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=509697 Win=947 Len=0 TSval=308475307 TSecr=1026098121"
"688","18.906278","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=509697 Ack=1 Win=83 Len=1448 TSval=1026098441 TSecr=308475307"
"689","18.912099","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=511145 Win=951 Len=0 TSval=308475627 TSecr=1026098441"
"690","18.928711","10.0.0.2","10.0.0.1","TCP","1514","38970  >  5001 [ACK] Seq=511145 Ack=1 Win=83 Len=1448 TSval=1026098464 TSecr=308475627"
"691","18.933791","10.0.0.1","10.0.0.2","TCP","66","5001  >  38970 [ACK] Seq=1 Ack=512593 Win=951 Len=0 TSval=308475650 TSecr=1026098464"
"692","18.949753","10.0.0.2","10.0.0.1","TCP","1514","[TCP Previous segment not captured] 38970  >  5001 [ACK] Seq=514041 Ack=1 Win=83 Len=1448 TSval=1026098485 TSecr=308475650"
"693","18.957667","10.0.0.1","10.0.0.2","TCP","78","[TCP Dup ACK 691#1] 5001  >  38970 [ACK] Seq=1 Ack=512593 Win=951 Len=0 TSval=308475671 TSecr=1026098464 SLE=514041 SRE=515489"
"694","19.036244","10.0.0.2","10.0.0.1","TCP","1514","[TCP Retransmission] 38968  >  5001 [ACK] Seq=83985 Ack=1 Win=83 Len=1448 TSval=1026098569 TSecr=308471430"
"695","19.041381","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=92673 Win=252 Len=0 TSval=308475757 TSecr=1026098569"
"696","19.060590","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=92673 Ack=1 Win=83 Len=1448 TSval=1026098593 TSecr=308475757"
"697","19.060593","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=94121 Ack=1 Win=83 Len=1448 TSval=1026098593 TSecr=308475757"
"698","19.071267","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=94121 Win=260 Len=0 TSval=308475782 TSecr=1026098593"
"699","19.071275","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=95569 Win=258 Len=0 TSval=308475782 TSecr=1026098593"
"700","19.090345","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=95569 Ack=1 Win=83 Len=1448 TSval=1026098624 TSecr=308475782"
"701","19.090345","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=97017 Ack=1 Win=83 Len=1448 TSval=1026098624 TSecr=308475782"
"702","19.097148","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=97017 Win=260 Len=0 TSval=308475811 TSecr=1026098624"
"703","19.097150","10.0.0.1","10.0.0.2","TCP","66","5001  >  38968 [ACK] Seq=1 Ack=98465 Win=258 Len=0 TSval=308475811 TSecr=1026098624"
"704","19.118411","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=98465 Ack=1 Win=83 Len=1448 TSval=1026098650 TSecr=308475811"
"705","19.118412","10.0.0.2","10.0.0.1","TCP","1514","38968  >  5001 [ACK] Seq=99913 Ack=1 Win=83 Len=1448 TSval=1026098650 TSecr=308475811"
